Endomorphic,Mesomorphic,EctoMorphic,Id,Mass,Height,SkinfoldTriceps,SkinfoldSubscapular,SkinfoldSupraspinale,SkinfoldMedialCalf,BreadthHumerus,BreadthFemur,GirthArmUpper,GirthCalfStanding
2.52491909338759,4.286416,4.52257507958231,219,55.06,172.04,6.12,7.64,11.68,12.68,6.98,9.11,33.06,30.83
2.79366444265268,0.88373,3.86434246310453,220,62.26,175.67,0.17,14.4,13.88,15.04,6.25,9.85,21.54,26.77
3.11479305538033,5.544125,0.929113940853643,221,71.86,166.65,9.39,6.16,14.32,7.03,6.73,10.24,25.47,40.05
2.49730638973332,2.185367,5.08838285441468,222,51.93,171.6,3.59,10.92,10.62,12.61,6.05,9.63,27.84,26.23
3.53850092821512,3.561842,3.92804737070254,223,56.44,170.35,8.11,11.91,14.54,2,7.07,9.1,28.09,29.48
3.64864048131378,3.035111,4.99586414586177,224,59.84,179.41,11.26,8.62,17.65,8.11,6.88,8.35,27.68,38.85
3.77900761814368,3.533174,5.62617793558358,225,46.8,168.4,13.73,7.3,15.47,9.52,7.16,9.22,22.58,34.63
3.18957442588282,4.78987699999999,1.92404161937166,226,63.37,166.14,8.11,6.88,15.47,12.15,6.56,9.11,28.97,36.35
2.88688288086093,3.242805,9.85098377611297,227,36.24,173.74,4.58,10.02,14.4,14.61,7.53,9.33,22.16,34.72
2.49965804166445,3.007822,1.83565486687938,228,72.55,173.3,1.61,12.73,11.06,13.6,7.17,9,25.41,31.81
3.74596302066709,1.733548,3.89913861151062,229,60.12,173.82,9.2,9.68,18.46,8.52,6.73,8.35,28.2,26.21
3.70877600782939,6.135504,2.8018579520483,230,53.25,161.29,14.01,10.2,10.09,8.08,6.41,9.14,34.76,34.97
3.22929717309731,2.507945,8.42297525752503,231,34.36,164.34,12.64,4.93,12.92,18.63,6.77,7.67,25.9,29.73
3.84482067252502,5.19232999999999,1.29450852465055,232,70.54,168.63,6.91,11.74,18.55,6.62,7.01,9.7,27.73,37.03
2.77301648742726,0.340201,3.53510711099067,233,68.6,179.6,7.34,11.02,10.53,12.07,6.35,8.49,25.57,26.97
3.73494047417362,3.582333,2.3547873641949,234,62.03,167.29,13.04,12.13,10.66,9.95,6.31,9.34,22.38,38.31
3.83267196432688,3.923311,5.95938335379915,235,47.48,170.86,12.25,7.69,17.63,5.99,6.46,8.26,25.52,42.41
3.55148905914666,4.183058,4.3231398369265,236,44.94,159.81,10.64,11.96,9.94,7.7,7.42,8.69,24.71,29.24
3.60298101940767,1.318829,4.75607096011395,237,61.89,180.14,14.47,10.38,12.36,12.15,6.81,7.83,27.84,31.69
3.45018898984531,6.493889,8.12031302604549,238,39.48,170.72,11.88,15.91,5.99,14.57,6.3,10.48,37.88,37.21
3.66476697000379,1.473572,3.77391501499866,239,61.21,174.19,12.43,8.63,15.54,9.04,6.4,9.02,26.31,26.79
2.80720266835522,3.86221,3.57822422412309,240,51.51,163.46,8.12,2.96,15.51,13.04,6.83,8.62,28.54,29.39
3.461626617032,3.355884,5.531135619254,241,50.53,172.28,8.48,12.63,13.09,6.12,6.75,9.36,27.56,31.58
3.75606256591156,3.230256,1.59687882370602,242,64.7,165.5,14.76,8.74,12.15,19.46,6.48,7.71,31.01,30.92
3.30361787762755,1.134728,9.94340999070137,243,41.66,182.44,13.09,8.69,12.82,8,6.86,8.68,28.51,27.62
3.1259241129464,2.52888,5.71585225788214,244,44.1,165.53,14.57,6.38,8.82,14.94,6.73,8.2,23.69,31.5
3.50117715365252,2.56264599999999,0.896749075568724,245,76.29,169.71,7.07,18.45,8.55,10.48,6.57,8.86,23.38,32.54
3.19269728822722,5.522934,3.33054318866948,246,57.85,168.6,5.93,10.31,14.7,1.92,7.52,9.61,25.48,38.72
4.38800554384504,3.596282,0.818767845571806,247,79.12,171.06,18.88,9.04,15.44,5.24,6.71,9.88,24.93,34.55
4.31660891408122,2.595744,2.39078375751641,248,59.17,164.87,14.99,11.37,14.7,16.84,6.44,7.1,27.56,32.75
2.68165207725359,2.473883,1.80436815168519,249,75.62,175.53,13.31,11.57,2.51,7.99,7.27,9.09,26.45,29.03
3.07195857719173,2.365453,2.41024451555412,250,60.74,166.42,10.06,11.59,7.79,10.29,6.49,8.98,26.7,25.07
4.22898929460499,2.106682,2.67947102615629,251,63.22,170.12,15.13,13.48,12.84,10.44,7.06,9.38,26.22,23.11
3.64093521598012,4.359408,1.88298102344806,252,62.53,165.18,10.42,13.28,10.78,9.46,6.83,8.07,28.25,36.18
3.89921781545277,5.52464499999999,4.0014241083678,253,52.58,166.75,16.34,4.87,16.11,13.13,6.88,8.81,29.29,41.51
4.69322561954237,2.300209,4.39109216504544,254,57.34,173.69,17.45,14.14,15.8,13.61,6.3,9.05,24.71,34.85
2.8651162203302,-0.481166999999999,5.95984033379128,255,61.31,186.06,10.04,8.27,12.53,8.45,6.49,7.77,25.09,29.58
3.48534907497187,3.694018,2.53341325493723,256,61.11,167.42,9.39,13.13,10.94,9.2,6.55,9.41,28.45,29.98
3.61275059040235,0.00811399999999551,3.44958860763982,257,60,171.3,20.33,6.13,9.02,12.52,6.77,7.7,20.6,26.23
2.60470826120061,3.097412,1.6594478848673,258,70.07,170.31,10.84,7.05,8,8.76,7.23,8.21,25.39,33.18
3.60634588117181,4.171585,3.08162045688249,259,60.67,169.96,9.33,13.79,12.02,7.21,7.42,9,24.64,36.15
3.31660869648022,1.724479,4.75478631563888,260,65.18,183.27,9.4,5.95,19.54,3.51,7.61,7.86,22.98,36.6
4.12494789961019,3.590478,3.7342867325133,261,59.81,172.64,13.83,13.6,13.54,4.58,7.35,8.29,29.93,31.83
4.70534683982362,4.665263,0.636886168373167,262,66.56,159.89,14.37,16.65,12.73,2.71,5.77,9.07,34.08,28.67
3.47482180102668,4.814165,0.1,263,85.83,167.67,7.71,14.14,11.56,8.47,6.68,8.09,31.35,37.72
2.75732722900909,6.148135,2.66540267699932,264,67.41,173.72,13.51,10.82,3.47,5.07,7.2,9.2,38.51,35.99
2.68487745589357,1.649915,4.143195395747,265,70.22,184.43,0.14,13.82,14.85,11.33,6.36,8.78,29.71,32.15
3.1774979739028,3.882338,0.818599413038328,266,66.3,161.27,3.53,14.13,11.8,11.58,6.59,8.6,25.11,32.41
3.25921913736655,0.808674,3.91273184162306,267,63.39,176.99,11.54,9.8,11.79,19.04,6.83,9.04,27.91,21.6
2.91074445677166,2.793813,5.87708044526776,268,53.97,177.89,9.18,13.85,6.89,4.13,7.72,9.3,26.85,28.42
1.92702496986619,2.808874,2.91269671005605,269,68.87,176.35,8.16,5.96,6.64,1.28,6.75,8.37,27.49,34.75
2.35941339733837,3.408159,1.67038710949975,270,59.54,161.37,4.48,9.6,8.41,19.07,7.34,8.35,25.84,26.49
2.35412594405701,4.06215199999999,1.14333031103311,271,72.15,168.8,6.34,9.59,7.55,15.96,7.58,7.61,27.91,35.57
3.08326632307333,4.137235,1.09256276698491,272,73.14,169.11,9.1,12.75,8.17,2.15,6.52,8.93,29.23,34.41
3.63605037446214,3.410955,0.989170817546054,273,67.01,163.34,12.93,11.34,9.78,5.61,7.18,8.64,22.09,31.9
3.43376009165408,4.201243,7.69708765454762,274,39.43,168.68,10.05,8.82,14.35,9.67,7,9.08,30.2,31.07
2.99890416021356,5.217895,2.82411417442137,275,51.31,159.42,11.73,10.06,5.78,9.51,7.04,7.93,30.14,34.18
2.48766266120457,3.566,2.64422851275764,276,62.91,169.65,4.73,11.75,8.28,12.96,6.61,9.12,29.07,30.87
3.52826405079441,1.63011599999999,7.83938471840613,277,43.07,174.4,3.05,16.87,15.36,13.74,7.35,8.2,25.81,25.89
2.38054803664758,1.862302,2.3118881157365,278,66.97,171.38,0.64,12.26,11.17,7.76,7.07,8.63,23.38,26.72
4.36278955821776,4.250589,3.67757880968007,279,53.81,166.37,13.02,10.92,17.97,5.75,7.18,8.92,26.74,33.13
3.01986366118357,4.25010499999999,5.03934694452052,280,53.9,173.49,7.07,5.79,17.34,9.59,6.59,9.73,30.02,34.9
2.44764709375813,4.520384,3.04038261344957,281,61.62,170.62,-2.44,10.34,16.65,7.38,6.85,8.98,35.96,27.39
4.81375457944354,5.283435,0.779889430726215,282,68.75,162.89,16.21,17.49,12.02,7.97,6.41,9.35,34.59,30.64
3.41202517272517,5.111556,5.530211271096,283,46.56,167.64,8.78,9.35,14.68,7.4,7.16,9.63,25.53,38.05
3.03637353300861,2.854308,7.21067881210547,284,44.65,173.46,9.58,6.81,13.96,11.78,7.41,9.32,25.54,29.11
4.02586630144092,3.295652,3.96096674748845,285,54.03,168.06,8.89,6.97,23.02,14.76,6.84,8.54,24.79,34.5
4.3304709947899,1.475804,3.44590840671032,286,69.58,179.95,10.69,12.06,22.22,12.74,6.26,8.45,29.12,31.25
3.80585557546853,2.645492,1.58181131190258,287,62.19,163.25,12.65,6.78,16.21,8.58,6.77,8.59,28.46,22.27
2.43556874039386,4.807504,5.57258112613206,288,55.52,177.99,5.74,2.59,17.17,4.04,7.2,10.68,27.97,36.91
3.63729605323597,3.56821,0.1,289,78.75,163.14,13.95,7.77,12.3,11.9,6.76,10.51,21.91,28.93
3.34824352492364,2.30859,3.24619677263772,290,70.25,179.4,14.09,11.85,8.53,10.78,6.37,8.57,24.54,40.49
4.55938798423703,2.692544,6.74493822266672,291,44.64,171.19,21.16,10.35,13.73,11.58,7.1,9.18,25.63,29.66
3.50189755299912,3.567164,7.02256447595732,292,45.44,173.56,16.89,4.77,13.19,19.14,6.07,9.38,34.34,31.85
3.0054075656732,4.870375,0.1,293,85.73,160.77,11.09,8.07,8.7,6.53,7.59,9.57,22.89,32.16
2.65755990969953,3.563453,0.1,294,95.36,172.44,4.62,10.25,11.82,4.71,6.48,9.24,33.55,27.3
3.38206277508533,4.572869,4.06126924639405,295,62.19,176.67,16.67,10.47,7.14,2.35,7.07,9.08,30.9,38.73
3.09965679159307,5.14041,2.0186178040225,296,64.12,167.31,2.15,14.13,13.57,10.4,6.49,9.42,26.49,40.72
2.64390501958406,2.783064,1.68532551402967,297,73.56,173.24,1.19,9.71,15.79,9.34,6.42,9.09,26.43,32.36
3.44207971030475,-0.796136000000001,6.24980633717207,298,62.87,189.2,11.57,7.95,17.83,11.4,6.31,8.63,26.23,27.07
3.6017862118222,3.178939,2.77381581671774,299,67.43,174.34,12.98,6.86,16.16,0.47,7.24,9.01,27.04,31.42
1.6018961103808,4.13268,0.476307365482803,300,81.7,169.69,6.08,0.89,10.33,10.66,6.88,8.11,30.33,35.21
3.84665822542867,1.13709,1.14700131575507,301,90.59,182.14,7.79,18.39,14.02,5.08,7.5,8.95,19.93,32.08
3.19742152513789,2.72958,5.44100322657889,302,49.64,170.81,9.58,15.28,6.53,11.06,6.71,8.91,25.23,31.73
4.10995644291482,4.041559,1.65484066779791,303,69.88,170.13,13.52,16.2,10.5,17.05,6.81,8.07,27.6,40.22
3.0307852790693,4.543815,0.66583881908544,304,77.92,168.78,8.28,6.97,14.23,10.91,6.38,8.53,30.52,38.18
3.41810496242174,3.470306,2.1983792728728,305,69.11,172.55,6.85,8.28,18.7,11.54,6.52,8.92,24.58,39.21
3.55429552358752,3.848051,0.862837069753184,306,63.55,159.39,20.3,3.83,8.35,4.59,6.29,7.97,28.73,31.65
2.80853746663498,3.122134,1.5363008192037,307,67.19,167.26,7.45,5.18,14.59,10.36,6.6,8.28,25.82,33.21
4.2209349964653,2.592437,3.40908906578217,308,57.65,168.82,15.15,10.42,15.48,9.23,6.91,7.92,23.12,34.82
2.68193870928013,4.138042,4.35387887127458,309,49.27,164.94,5.23,9.73,10.78,6.94,7.06,8.65,30.76,27.43
2.53387532287716,1.804494,4.2126292926603,310,63.92,179.12,12.24,6.38,7.95,9.14,6.37,9.85,29.03,26.73
4.41361250415946,5.978863,0.787571155925356,311,75.21,167.91,15.33,14.03,13.47,6.93,8.14,9.19,24.96,41.46
2.45238995373722,4.322563,3.340680182791,312,58.58,169.36,3.93,7.33,13.15,8.63,6.8,8.99,31.81,31.08
4.26769672868686,3.55393,4.78552353508984,313,54.74,173.07,14.25,14.88,13.45,10.1,7.42,8.75,23.87,37.54
4.42357386920192,4.196803,5.78016406265218,314,49.13,171.92,10.52,18.42,15.02,7.41,6.94,9.7,31.41,30.1
2.63010103186234,1.877327,6.87043050845092,315,54.06,183.12,4.85,13.19,10.04,12.83,7.26,9.21,29.86,26.62
2.52550920862659,3.780069,0.748977977485058,316,77.58,169.3,6.38,10.8,7.86,15.27,6.96,8.76,27.92,33.16
3.42420989727105,2.111861,2.98196221594642,317,65.12,173.47,4.18,16.69,13.2,7.65,6.84,9.72,28.03,22.1
4.08000611956321,1.639311,1.42030173232622,318,79.37,176.13,12.41,12.3,16.61,5.31,6.57,8.74,23.28,32.7
5.2179892028513,3.55269,2.28916093835241,319,63.95,168.64,9.05,25.1,17.76,7.8,7.06,9.19,25.4,31.58
3.90868478317213,4.054039,4.68594272583302,320,51.72,169.32,7.59,10.24,20.16,7.39,7.08,8.73,26.69,35.14
3.54691711234016,5.063849,4.89612859657063,321,47.54,165.67,8.56,13.04,12.09,6.13,6.37,8.97,28.94,38.69
3.16581564809526,3.202414,4.21261601362384,322,58.02,173.43,6.51,17.62,7.44,10.18,6.96,9.1,30.66,27.97
4.3350642249356,4.339938,3.25421457043732,323,49.91,160.12,8.9,11.78,19.38,8.32,6.79,8.56,26.13,32.51
2.85340789967166,2.037875,4.05657640264013,324,63.29,177.68,11.76,8.15,9.43,9.17,6.2,9.89,27.25,29.79
2.97837496708665,1.547689,1.07867035017453,325,83.85,176.86,7.99,8.52,13.88,11.49,7.07,7.8,21.14,36.17
4.01861079357469,3.788586,4.32214947534662,326,52,167.77,13.95,13.62,11.17,9.14,6.57,8.88,27.32,34.57
3.69844248892143,4.738548,5.94398025104039,327,49.73,173.44,3.87,12.85,20.06,10.16,7.17,8.75,28.85,39.51
2.75068086521364,5.453966,10.936783656707,328,29.55,166.9,3.47,8.93,14.25,3.38,6.79,9.91,31.19,32.87
2.2735644263723,1.949035,3.6800341708179,329,74.27,185.25,4.6,9.2,11.21,6.75,6.97,7.84,29.09,35.72
4.80636267888867,1.361621,4.78419483647036,330,54.87,173.2,22.96,9.88,15.69,9.51,6.54,8.63,26.76,26.75
3.22173391598791,1.372086,3.89392856285201,331,64.3,177.73,8.65,15.56,8.69,12.94,7.97,8.24,24.84,25.25
4.55931657832619,2.88861899999999,3.29007107755463,332,64.66,174.75,14.34,17.75,14.09,16.99,6.67,8.58,30.88,31.92
1.9552722469035,2.758895,5.24735411699508,333,56.81,177.65,2.06,9.91,9.19,4.77,6.65,9.08,29.02,31.23
4.39325954224504,2.648166,5.10253736676997,334,59.84,179.98,22.64,15.61,7.43,7.82,6.46,8.08,29.03,39.88
3.00682761293342,2.114327,2.68260221847723,335,67.45,173.85,15.87,8.26,6.01,2.97,6.83,8.94,26.28,28.33
3.29854504925078,0.818036999999997,4.50743908120349,336,66.62,183.24,10.32,6.76,17.62,13.67,7.15,8.75,22.73,31.49
4.50438358472937,4.923457,5.62963412727481,337,47.12,168.8,10.77,15.28,17.97,11.77,6.88,9.05,27.63,39.7
2.10688301194145,4.846546,4.9903262134651,338,52.68,171.92,1.41,6.36,14,11.66,7.38,9.32,30.34,33.82
4.33491763785579,4.886896,4.98222647958055,339,49.44,168.28,19.22,9.97,12.91,14.68,6.23,9,27.44,44.2
3.86912790825618,3.06361,4.83811015317463,340,51.08,169.39,10.07,13.47,14.07,7.14,6.35,9.2,24.1,34.47
3.24263467098213,2.904556,10.1141521525612,341,39.49,180.01,10.9,15.09,7.54,11.54,6.56,9.33,29.62,34.61
3.52598757254351,4.35391799999999,0.57752901894931,342,68.38,160.81,12.86,11.69,7.96,5.64,6.72,9.1,27.68,29.9
3.57975487361952,2.444839,2.4436140611209,343,69.14,173.95,13.2,9.59,12.91,2.51,6.4,7.14,28.47,36.56
3.14104456642081,1.473248,1.03739910441184,344,90.79,181.21,5.13,12.74,14.87,16.08,6.34,8.99,29.43,29.14
4.15188949232579,1.482619,8.37937697083603,345,41.38,174.64,9.75,11.64,20.34,12.11,6.36,9.09,27.85,25.36
2.68409101949768,1.918579,5.24976690107763,346,58.2,179.1,5.19,8.32,14.46,7.39,7.16,9.17,24.93,29.54
2.67470803348628,3.841338,3.15098053967676,347,54.4,164.25,8.6,5.88,11.09,11.82,6.42,8.01,29.43,33.26
2.84441613509414,2.96777699999999,4.1084856953987,348,56.96,171.82,6.85,12.11,9.33,7.63,6.6,8.12,33.01,27.82
2.9407688757835,3.574875,5.46457818755862,349,45.19,165.66,1.53,10.75,15.85,13.01,7.15,9.56,23.94,28.78
4.1983021695201,2.076491,1.8312334983184,350,69.51,170.82,15.47,10.11,15.72,8.93,6.09,10.34,24.41,27.08
4.14489506546075,3.981501,0.296212243463216,351,84.53,169.92,11.16,12.84,16.53,9.71,7.38,8.38,26,36.34
3.49855051147571,0.745017000000001,3.48942360172777,352,67.59,178.46,18.06,7.18,10.56,5.45,6.21,8.72,26.31,28.17
4.04312345663315,5.70032,1.85937160058547,353,59.95,162.75,8.22,19.63,9.97,16.44,7.26,9.2,27.73,37.07
3.15423648901676,2.74984599999999,3.25173449825097,354,58.26,168.58,4.14,9.59,16.85,6.12,6.35,8.76,25.83,30.69
3.64433724106223,2.651311,6.10773478966395,355,47.51,171.63,6.13,11.72,18.01,5.35,6.17,8.79,29.66,29.09
2.18461805255857,0.981164000000003,5.1864699200185,356,51.29,171.39,4.13,9.27,8.97,6.32,6.9,7.12,18.32,33.97
3.95841364342965,3.248358,3.56144057083154,357,56.1,168.09,12.41,13.27,12.53,3.14,7.09,8.88,24.66,31.03
3.8721396217207,3.706496,7.21734565170517,358,45.73,174.88,12.37,10.02,16.47,-0.02,6.98,10.19,33.46,24.5
2.83960128648448,3.149617,3.59349929052576,359,54.95,167.1,4.78,6.3,16.39,8.39,7.09,8.67,27.04,27.25
4.38072635092756,3.539811,2.26103678752605,360,67.94,171.92,11.2,7.81,24.49,13.39,7.19,9.24,26.47,32.85
4.51732112888479,2.837801,5.68007805878564,361,48.14,170.26,10.91,17.03,16.6,5.71,6.79,8.56,23.77,34.16
4.11276463702603,3.80408899999999,1.74344395171819,362,79.16,177.87,19.84,10.92,11.32,12.09,7.06,9.69,27.75,37.73
2.23462768774001,2.20696899999999,2.10671773184957,363,66.45,169.8,6.28,8.49,7.82,9.97,6.55,9.07,23.52,29.42
3.81055359833271,5.070162,3.58837689605949,364,56.45,168.58,3.81,17.56,15.48,5,7.07,8.82,31.02,34.83
2.57662708250515,3.089444,1.04868398145923,365,63.88,161.27,4.86,10.74,8.68,6.88,6.54,8.38,21.76,32.17
2.59465223721839,2.980431,4.10982613705804,366,62.79,177.5,3.71,14.18,9,11.11,6.69,8.54,25.7,38.99
3.43491367837383,3.712632,2.24988841774219,367,62.34,167,10.15,13.22,9.53,14.88,7.05,8.92,22.16,36.92
4.19351095734169,5.871703,1.18370855137509,368,69.43,167.01,19.81,7.77,12.75,5.39,6.77,8.71,33.69,39.33
3.75639288649639,4.53369,1.74770256142862,369,69.35,170.22,14.1,9.26,13.31,3.2,7.23,9.73,28.66,32.36
2.89832509861876,2.456344,1.82506464182574,370,61.99,164.39,8.67,8.33,10.54,9.1,5.58,8.9,26.4,29.2
3.85658630431352,5.574626,3.52512468796346,371,55.67,167.47,10.97,13.65,12.44,5.38,6.75,9.39,29.54,39.24
3.79332183401102,3.875575,3.71859140142565,372,55.77,168.58,8.71,11.73,16.24,14.77,6.13,10.02,27.14,34.02
4.39061790217766,2.737706,1.37351383346413,373,70.32,168.9,12.5,12.02,18.32,7.74,6.34,8.34,23.53,36.32
3.95986288778619,3.157181,2.92154361052268,374,71.72,178.8,11.05,13.32,16.29,19.39,7.02,8.75,35.17,29.23
4.34266347525917,3.471308,2.92833026173354,375,62.51,170.83,2.65,17.69,22.48,10.02,7.27,9.03,26.29,30.77
0.818827905786292,5.484449,2.71023403484989,376,53.41,160.98,2.44,4.6,3.52,5.09,6.57,9.38,28.65,34.41
3.74644572948996,2.637316,1.11463221759718,377,79.43,174.03,6.6,15.81,14.98,14.74,6.39,9.16,25.94,33.74
2.72974528565544,-0.167650000000002,4.52858814267366,378,67.62,184.27,9.85,6.81,12.56,9.1,6.83,9.25,18.99,29.9
4.92661114065731,2.241352,8.14989644118062,379,39.92,171.49,19.49,12.27,17.65,8.36,6.36,9.15,27.48,28.48
4.10264748589927,3.496066,1.54111827803465,380,83.09,179.56,15.26,12.4,14.71,7.76,6.82,9.12,28.59,38.65
4.27844683797712,5.713549,5.30903053434491,381,50.09,170.66,11.63,11.59,18.88,5.17,6.8,9.49,32.55,38.6
2.20158777664144,2.584901,3.34507946628137,382,68.73,178.65,4.76,2.3,16.41,10.31,6.3,9.32,30.52,31.05
3.83809355513472,5.345484,0.947785337265096,383,72.07,166.98,15.06,9.94,11.77,8.28,6.83,8.58,29.2,41.18
4.10212851919346,3.130463,5.49105629463006,384,47.14,168.14,10.47,10.69,18.51,11.71,6.91,7.65,29.13,31.3
2.84659483436347,5.728658,2.66888005472476,385,57.51,164.78,8.17,6.68,12.3,7.66,7.27,9.26,26.1,39.64
3.16901073653006,4.859174,0.720535306329936,386,69.56,163,5.88,16.02,7.8,10.62,6.27,8.75,27.13,38.85
3.21717185444415,1.976542,6.15039430030215,387,44.11,167.64,15.12,9.25,6.62,6.72,6.51,8.12,23.15,31.13
3.12437408595662,4.422384,2.27510132787798,388,61.32,166.22,0.68,12.82,16.38,12.72,6.55,9.19,25.67,36.93
3.59769038151432,5.49298499999999,1.37814862454473,389,66.56,165.86,9.08,9.64,15.49,7.81,6.46,10.03,27.88,38.54
4.14162618469007,5.699381,6.11142202505919,390,52.75,177.74,13.12,11.3,17.94,13.73,7.59,8.19,31.39,47.3
2.99686868591881,5.62765,3.01415650531959,391,62.1,170.92,6.11,8.9,14.53,5.22,7.58,8.67,28.69,41.05
5.07602124662893,3.102497,1.76767607233387,392,67.88,169.12,19.22,13.37,17.83,13.07,6.81,9.12,27.8,29.68
2.54004116005277,4.928759,4.00633776859648,393,56.41,170.73,9.12,16.21,0.05,2.55,6.95,10.44,26.18,36.32
3.12002929251133,4.622225,1.59057091814009,394,65.85,166.44,11.81,13.15,4.92,9.07,7.78,8.1,24.59,38.06
3.05557924387804,5.478742,1.4859328026173,395,76.13,174.08,5.86,12.69,12.09,5.2,7.25,8.76,28.14,44.73
4.10296786748473,5.876516,3.73213306032807,396,55.69,168.57,6.87,16.78,16.13,2.48,7.28,9.88,28.99,37.23
3.69631251981868,4.407556,3.08427597940845,397,56.36,165.85,4.49,15.69,14.97,13.92,6.77,8.98,30.4,31.19
4.69152225672558,1.512084,5.12986865972923,398,55.47,175.63,15.25,16.28,16.37,9.46,6.53,8.4,21.92,35.32
3.07067144492246,4.331089,2.8595936793154,399,63.12,171.01,9.3,5.93,15.01,13.81,6.86,8.35,26.86,41.47
3.52658571914353,6.067159,1.07029422090493,400,62.33,160.14,7.9,6.97,17.51,12.41,6.69,9.52,35.05,30.08
2.99069070969214,1.506714,8.09577347673888,401,44.08,176.99,5.71,14.64,10.18,11.68,6.61,8.95,25.27,29.11
1.68603113956396,3.851112,0.69746531825108,402,74.07,166.24,-1.81,17.07,2.36,7.56,6.84,8.68,25.25,33.44
2.47367602596769,2.776521,6.20234833643237,403,44.37,168.22,3.43,8.06,12.94,11.65,7.19,9.03,25.94,25.42
3.8884832950483,1.489066,7.07584763478002,404,51.29,180.98,8,14.24,18.15,21.74,6.74,8.7,27.6,31.04
2.67399927231117,3.166312,1.35395790566327,405,66.3,165.51,15.32,5.17,5.27,6.02,6.55,7.65,22.92,38.55
2.67469599264139,3.410654,4.16831372917382,406,55.46,170.61,12.41,9.98,4.17,3.38,7.07,8.82,24.38,34.77
3.63137480695095,4.050664,0.951979524903155,407,69.54,165.04,11.03,4.83,18.5,6.42,6.52,7.94,26.3,38.33
3.34246545580915,-1.988874,4.63438370698665,408,61.31,178.92,17.14,6.9,10.28,14.12,6.61,7.97,22.62,17.3
2.89184242373442,2.469689,5.75275272693194,409,51.8,174.84,10.51,12.44,6.28,11.43,6.65,8.51,28.47,31.57
2.22631282068149,4.020909,4.48667712411244,410,50.68,167.17,7.77,9.56,4.84,8.55,6.36,9.27,28.08,33.52
3.54910230050346,4.16182,1.97862917951521,411,62.94,166.06,9.52,10.22,14.05,2.54,6.41,8.81,29.13,33.32
3.47051604221622,1.34107,3.58587278012085,412,65.32,176.97,12.28,11.44,11.5,10.76,6.68,8.61,23.22,32.03
3.93901261756889,3.50983400000001,6.62675149384027,413,50.51,177.79,18.33,10.09,11.79,0.92,7.42,9.3,28.95,32.68
3.91902016825501,2.223742,2.44125300094073,414,70.73,175.26,15.39,10.37,13.67,13.46,7.17,8.55,26.66,30.35
3.79685647813888,2.346421,5.0431794164258,415,60.63,180.45,11.39,13.43,14.48,4.07,6.29,8.8,28.54,35.49
3.46678309032818,2.883459,3.53860828241584,416,55.58,167.45,13.77,9.41,10.11,9.95,6.53,9.08,26.63,29.02
1.78093545529251,2.210164,1.82445843421491,417,79.62,178.69,7.27,9.09,3.4,6.4,6.97,9.57,25.65,29.84
4.14269740156544,3.551085,6.94284495900158,418,42.43,169.26,9.53,14.7,16.12,12.61,6.96,8.72,27.6,32.33
3.69059505338353,4.934663,3.66326070157977,419,51.64,164.03,5.56,11.81,17.34,7.89,6.29,9.51,25.18,39.18
2.69438511196999,3.237114,1.00805226981183,420,82.3,175.1,7.14,5.44,14.86,11.14,6.7,9.54,29.39,30.94
4.15554232584741,3.459481,5.55566756148832,421,51.18,173.14,13.14,12.76,15.51,7.27,6.6,9.87,27.19,32.91
3.19365281822871,2.299864,6.2785311665259,422,46.57,171.33,6.11,11.83,13.51,11.98,6.6,8.82,23.34,32.3
2.62170659590366,2.757403,6.28678456565187,423,52.84,178.74,4.2,11.86,11.27,17.77,6.88,9.2,29.52,31.4
1.89174983800758,3.65007399999999,0.634856598066431,424,71.26,163.55,4.69,4.36,9.92,9.34,6.94,9.35,24.21,29.12
3.53101895783154,5.383475,0.368111550580949,425,83.3,169.77,4.73,15.5,14.14,11.71,7.57,8.62,30.75,36.92
2.58720083196453,2.435801,0.62120109567169,426,87.66,175.11,3.56,9.83,13.07,12.81,6.35,8.75,27.03,33.29
2.49096034260039,4.277958,1.37856325242215,427,77.35,174.38,4.61,8.31,12.56,14.54,6.92,9.3,24.96,41.76
3.80568032103339,1.913124,2.23707130171612,428,61.87,166.51,10.2,8.97,17.18,10.26,7.28,9.37,24.62,19.11
2.57788092536948,1.558716,7.71115910135736,429,47.69,179.79,8.67,9.77,8.64,17.98,6.97,8.79,24.29,32.51
3.45935245000768,1.830817,0.994938414584503,430,78.43,172.19,7.32,11.98,14.86,9.87,6.48,9.09,21.72,31.54
2.26976047423224,4.432657,3.15842855652657,431,59.5,169.27,9.72,5.26,7.84,6.17,6.61,7.7,33.77,35.66
3.67669147739522,5.455443,0.76068018673012,432,69.22,163.09,11.78,9.48,13.12,11.93,5.93,9.67,24.89,44.44
1.9937527519009,3.746522,4.50591009774729,433,52.42,169.16,2.89,3.72,13.86,2.06,6.87,9.63,25.84,30.77
3.34383898640283,2.555259,5.81750212010832,434,54.94,178.64,10.37,8.54,15.37,8.45,6.13,9.12,28.31,35.56
3.39019451605872,-0.600248000000001,9.29646702602015,435,47.71,187.67,9.41,16.8,10.29,7.3,6.4,8.64,20.7,32.32
3.33525027049553,4.498328,4.1488700909494,436,53.01,167.96,7.03,11.44,13.68,5.98,7.3,8.56,25.49,37.45
3.62977483539705,1.950549,10.1410837909756,437,43.25,185.68,8,11.95,18.69,5.81,7.07,8.94,28.93,31.93
